Serial Number,Part Number,Symbol,Composition
S1111172414,P1111111722,Ni,100
S1111172415,P1111111722,Ni,100
S1111172416,P1111111722,Ni,100
S1111172417,P1111111722,Ni,100
S1111172418,P1111111722,Ni,100
S1111172419,P1111111722,Ni,100
S1111172420,P1111111722,Ni,100
S1111172421,P1111111722,Ni,100
S1111172422,P1111111722,Ni,100
S1111172423,P1111111722,Ni,100
S1111172424,P1111111722,Ni,100
S1111172425,P1111111722,Ni,100
S1111172426,P1111111722,Ni,100
S1111172427,P1111111722,Ni,100
S1111172428,P1111111722,Ni,100
S1111172429,P1111111722,Ni,100
S1111172430,P1111111722,Ni,100
S1111172431,P1111111722,Ni,100
S1111172432,P1111111722,Ni,100
S1111172433,P1111111722,Ni,100
S1111172434,P1111111722,Ni,100
S1111172435,P1111111722,Ni,100
S1111172436,P1111111723,Ni,100
S1111172437,P1111111723,Ni,100
S1111172438,P1111111723,Ni,100
S1111172439,P1111111723,Ni,100
S1111172440,P1111111723,Ni,100
S1111172441,P1111111723,Ni,100
S1111172442,P1111111723,Ni,100
S1111172443,P1111111723,Ni,100
S1111172444,P1111111723,Ni,100
S1111172445,P1111111723,Ni,100
S1111172446,P1111111723,Ni,100
S1111172447,P1111111723,Ni,100
S1111172448,P1111111723,Ni,100
S1111172449,P1111111723,Ni,100
S1111172450,P1111111723,Ni,100
S1111172451,P1111111723,Ni,100
S1111172452,P1111111723,Ni,100
S1111172453,P1111111723,Ni,100
S1111172454,P1111111723,Ni,100
S1111172455,P1111111723,Ni,100
S1111172456,P1111111723,Ni,100
S1111172457,P1111111723,Ni,100
S1111172458,P1111111723,Ni,100
S1111172459,P1111111723,Ni,100
S1111172460,P1111111723,Ni,100
S1111172461,P1111111723,Ni,100
S1111172462,P1111111723,Ni,100
S1111172463,P1111111723,Ni,100
S1111172464,P1111111723,Ni,100
S1111172465,P1111111723,Ni,100
S1111172466,P1111111723,Ni,100
S1111172467,P1111111723,Ni,100
S1111172468,P1111111723,Ni,100
S1111172469,P1111111723,Ni,100
S1111172470,P1111111723,Ni,100
S1111172471,P1111111723,Ni,100
S1111172472,P1111111723,Ni,100
S1111172473,P1111111723,Ni,100
S1111172474,P1111111723,Ni,100
S1111172475,P1111111723,Ni,100
S1111172476,P1111111723,Ni,100
S1111172477,P1111111723,Ni,100
S1111172478,P1111111723,Ni,100
S1111172479,P1111111723,Ni,100
S1111172480,P1111111723,Ni,100
S1111172481,P1111111723,Ni,100
S1111172482,P1111111723,Ni,100
S1111172483,P1111111723,Ni,100
S1111172484,P1111111723,Ni,100
S1111172485,P1111111723,Ni,100
S1111172486,P1111111723,Ni,100
S1111172487,P1111111723,Ni,100
S1111172488,P1111111723,Ni,100
S1111172489,P1111111723,Ni,100
S1111172490,P1111111723,Ni,100
S1111172491,P1111111723,Ni,100
S1111172492,P1111111723,Ni,100
S1111172493,P1111111723,Ni,100
S1111172494,P1111111723,Ni,100
S1111172495,P1111111723,Ni,100
S1111172496,P1111111723,Ni,100
S1111172497,P1111111723,Ni,100
S1111172498,P1111111723,Ni,100
S1111172499,P1111111723,Ni,100
S1111172500,P1111111723,Ni,100
S1111172501,P1111111723,Ni,100
S1111172502,P1111111723,Ni,100
S1111172503,P1111111723,Ni,100
S1111172504,P1111111723,Ni,100
S1111172505,P1111111723,Ni,100
S1111172506,P1111111723,Ni,100
S1111172507,P1111111723,Ni,100
S1111172508,P1111111723,Ni,100
S1111172509,P1111111723,Ni,100
S1111172510,P1111111723,Ni,100
S1111172511,P1111111723,Ni,100
S1111172512,P1111111723,Ni,100
S1111172513,P1111111723,Ni,100
S1111172514,P1111111723,Ni,100
S1111172515,P1111111723,Ni,100
S1111172516,P1111111723,Ni,100
S1111172517,P1111111723,Ni,100
S1111172518,P1111111723,Ni,100
S1111172519,P1111111723,Ni,100
S1111172520,P1111111723,Ni,100
S1111172521,P1111111723,Ni,100
S1111172522,P1111111723,Ni,100
S1111172523,P1111111723,Ni,100
S1111172524,P1111111723,Ni,100
S1111172525,P1111111723,Ni,100
S1111172526,P1111111723,Ni,100
S1111172527,P1111111723,Ni,100
S1111172528,P1111111723,Ni,100
S1111172529,P1111111723,Ni,100
S1111172530,P1111111723,Ni,100
S1111172531,P1111111723,Ni,100
S1111172532,P1111111723,Ni,100
S1111172533,P1111111723,Ni,100
S1111172534,P1111111723,Ni,100
S1111172535,P1111111723,Ni,100
S1111172536,P1111111723,Ni,100
S1111172537,P1111111723,Ni,100
S1111172538,P1111111723,Ni,100
S1111172539,P1111111723,Ni,100
S1111172540,P1111111723,Ni,100
S1111172541,P1111111723,Ni,100
S1111172542,P1111111723,Ni,100
S1111172543,P1111111723,Ni,100
S1111172544,P1111111723,Ni,100
S1111172545,P1111111723,Ni,100
S1111172546,P1111111723,Ni,100
S1111172547,P1111111723,Ni,100
S1111172548,P1111111723,Ni,100
S1111172549,P1111111723,Ni,100
S1111172550,P1111111723,Ni,100
S1111172551,P1111111723,Ni,100
S1111172552,P1111111723,Ni,100
S1111172553,P1111111723,Ni,100
S1111172554,P1111111723,Ni,100
S1111172555,P1111111723,Ni,100
S1111172556,P1111111723,Ni,100
S1111172557,P1111111723,Ni,100
S1111172558,P1111111723,Ni,100
S1111172559,P1111111723,Ni,100
S1111172560,P1111111723,Ni,100
S1111172561,P1111111723,Ni,100
S1111172562,P1111111723,Ni,100
S1111172563,P1111111723,Ni,100
S1111172564,P1111111723,Ni,100
S1111172565,P1111111723,Ni,100
S1111172566,P1111111723,Ni,100
S1111172567,P1111111723,Ni,100
S1111172568,P1111111723,Ni,100
S1111172569,P1111111723,Ni,100
S1111172570,P1111111723,Ni,100
S1111172571,P1111111723,Ni,100
S1111172572,P1111111723,Ni,100
S1111172573,P1111111723,Ni,100
S1111172574,P1111111723,Ni,100
S1111172575,P1111111723,Ni,100
S1111172576,P1111111723,Ni,100
S1111172577,P1111111723,Ni,100
S1111172578,P1111111723,Ni,100
S1111172579,P1111111723,Ni,100
S1111172580,P1111111723,Ni,100
S1111172581,P1111111723,Ni,100
S1111172582,P1111111723,Ni,100
S1111172583,P1111111723,Ni,100
S1111172584,P1111111724,Ni,100
S1111172585,P1111111724,Ni,100
S1111172586,P1111111724,Ni,100
S1111172587,P1111111724,Ni,100
S1111172588,P1111111724,Ni,100
S1111172589,P1111111724,Ni,100
S1111172590,P1111111724,Ni,100
S1111172591,P1111111724,Ni,100
S1111172592,P1111111724,Ni,100
S1111172593,P1111111724,Ni,100
S1111172594,P1111111724,Ni,100
S1111172595,P1111111724,Ni,100
S1111172596,P1111111724,Ni,100
S1111172597,P1111111724,Ni,100
S1111172598,P1111111724,Ni,100
S1111172599,P1111111724,Ni,100
S1111172600,P1111111724,Ni,100
S1111172601,P1111111724,Ni,100
S1111172602,P1111111724,Ni,100
S1111172603,P1111111724,Ni,100
S1111172604,P1111111724,Ni,100
S1111172605,P1111111724,Ni,100
S1111172606,P1111111724,Ni,100
S1111172607,P1111111724,Ni,100
S1111172608,P1111111724,Ni,100
S1111172609,P1111111724,Ni,100
S1111172610,P1111111724,Ni,100
S1111172611,P1111111724,Ni,100
S1111172612,P1111111724,Ni,100
S1111172613,P1111111724,Ni,100
S1111172614,P1111111724,Ni,100
S1111172615,P1111111724,Ni,100
S1111172616,P1111111724,Ni,100
S1111172617,P1111111724,Ni,100
S1111172618,P1111111724,Ni,100
S1111172619,P1111111724,Ni,100
S1111172620,P1111111724,Ni,100
S1111172621,P1111111724,Ni,100
S1111172622,P1111111724,Ni,100
S1111172623,P1111111724,Ni,100
S1111172624,P1111111724,Ni,100
S1111172625,P1111111724,Ni,100
S1111172626,P1111111724,Ni,100
S1111172627,P1111111724,Ni,100
S1111172628,P1111111724,Ni,100
S1111172629,P1111111724,Ni,100
S1111172630,P1111111724,Ni,100
S1111172631,P1111111724,Ni,100
S1111172632,P1111111724,Ni,100
S1111172633,P1111111724,Ni,100
S1111172634,P1111111724,Ni,100
S1111172635,P1111111724,Ni,100
S1111172636,P1111111724,Ni,100
S1111172637,P1111111724,Ni,100
S1111172638,P1111111724,Ni,100
S1111172639,P1111111724,Ni,100
S1111172640,P1111111724,Ni,100
S1111172641,P1111111724,Ni,100
S1111172642,P1111111724,Ni,100
S1111172643,P1111111724,Ni,100
S1111172644,P1111111724,Ni,100
S1111172645,P1111111724,Ni,100
S1111172646,P1111111724,Ni,100
S1111172647,P1111111724,Ni,100
S1111172648,P1111111724,Ni,100
S1111172649,P1111111724,Ni,100
S1111172650,P1111111724,Ni,100
S1111172651,P1111111724,Ni,100
S1111172652,P1111111724,Ni,100
S1111172653,P1111111724,Ni,100
S1111172654,P1111111724,Ni,100
S1111172655,P1111111724,Ni,100
S1111172656,P1111111724,Ni,100
S1111172657,P1111111724,Ni,100
S1111172658,P1111111724,Ni,100
S1111172659,P1111111724,Ni,100
S1111172660,P1111111724,Ni,100
S1111172661,P1111111724,Ni,100
S1111172662,P1111111724,Ni,100
S1111172663,P1111111724,Ni,100
S1111172664,P1111111724,Ni,100
S1111172665,P1111111724,Ni,100
S1111172666,P1111111724,Ni,100
S1111172667,P1111111724,Ni,100
S1111172668,P1111111724,Ni,100
S1111172669,P1111111724,Ni,100
S1111172670,P1111111724,Ni,100
S1111172671,P1111111724,Ni,100
S1111172672,P1111111724,Ni,100
S1111172673,P1111111724,Ni,100
S1111172674,P1111111724,Ni,100
S1111172675,P1111111724,Ni,100
S1111172676,P1111111724,Ni,100
S1111172677,P1111111724,Ni,100
S1111172678,P1111111724,Ni,100
S1111172679,P1111111724,Ni,100
S1111172680,P1111111724,Ni,100
S1111172681,P1111111724,Ni,100
S1111172682,P1111111724,Ni,100
S1111172683,P1111111724,Ni,100
S1111172684,P1111111724,Ni,100
S1111172685,P1111111724,Ni,100
S1111172686,P1111111724,Ni,100
S1111172687,P1111111724,Ni,100
S1111172688,P1111111724,Ni,100
S1111172689,P1111111724,Ni,100
S1111172690,P1111111724,Ni,100
S1111172691,P1111111724,Ni,100
S1111172692,P1111111724,Ni,100
S1111172693,P1111111724,Ni,100
S1111172694,P1111111724,Ni,100
S1111172695,P1111111724,Ni,100
S1111172696,P1111111724,Ni,100
S1111172697,P1111111724,Ni,100
S1111172698,P1111111724,Ni,100
S1111172699,P1111111724,Ni,100
S1111172700,P1111111724,Ni,100
S1111172701,P1111111724,Ni,100
S1111172702,P1111111724,Ni,100
S1111172703,P1111111724,Ni,100
S1111172704,P1111111724,Ni,100
S1111172705,P1111111724,Ni,100
S1111172706,P1111111724,Ni,100
S1111172707,P1111111724,Ni,100
S1111172708,P1111111724,Ni,100
S1111172709,P1111111724,Ni,100
S1111172710,P1111111724,Ni,100
S1111172711,P1111111724,Ni,100
S1111172712,P1111111724,Ni,100
S1111172713,P1111111724,Ni,100
S1111172714,P1111111724,Ni,100
S1111172715,P1111111724,Ni,100
S1111172716,P1111111724,Ni,100
S1111172717,P1111111724,Ni,100
S1111172718,P1111111724,Ni,100
S1111172719,P1111111724,Ni,100
S1111172720,P1111111724,Ni,100
S1111172721,P1111111724,Ni,100
S1111172722,P1111111724,Ni,100
S1111172723,P1111111724,Ni,100
S1111172724,P1111111725,Ni,100
S1111172725,P1111111725,Ni,100
S1111172726,P1111111725,Ni,100
S1111172727,P1111111725,Ni,100
S1111172728,P1111111725,Ni,100
S1111172729,P1111111725,Ni,100
S1111172730,P1111111725,Ni,100
S1111172731,P1111111725,Ni,100
S1111172732,P1111111725,Ni,100
S1111172733,P1111111725,Ni,100
S1111172734,P1111111725,Ni,100
S1111172735,P1111111725,Ni,100
S1111172736,P1111111725,Ni,100
S1111172737,P1111111725,Ni,100
S1111172738,P1111111725,Ni,100
S1111172739,P1111111725,Ni,100
S1111172740,P1111111725,Ni,100
S1111172741,P1111111725,Ni,100
S1111172742,P1111111725,Ni,100
S1111172743,P1111111725,Ni,100
S1111172744,P1111111725,Ni,100
S1111172745,P1111111725,Ni,100
S1111172746,P1111111725,Ni,100
S1111172747,P1111111725,Ni,100
S1111172748,P1111111725,Ni,100
S1111172749,P1111111725,Ni,100
S1111172750,P1111111725,Ni,100
S1111172751,P1111111725,Ni,100
S1111172752,P1111111725,Ni,100
S1111172753,P1111111725,Ni,100
S1111172754,P1111111725,Ni,100
S1111172755,P1111111725,Ni,100
S1111172756,P1111111725,Ni,100
S1111172757,P1111111725,Ni,100
S1111172758,P1111111725,Ni,100
S1111172759,P1111111725,Ni,100
S1111172760,P1111111725,Ni,100
S1111172761,P1111111725,Ni,100
S1111172762,P1111111725,Ni,100
S1111172763,P1111111725,Ni,100
S1111172764,P1111111725,Ni,100
S1111172765,P1111111725,Ni,100
S1111172766,P1111111725,Ni,100
S1111172767,P1111111725,Ni,100
S1111172768,P1111111725,Ni,100
S1111172769,P1111111725,Ni,100
S1111172770,P1111111725,Ni,100
S1111172771,P1111111725,Ni,100
S1111172772,P1111111725,Ni,100
S1111172773,P1111111725,Ni,100
S1111172774,P1111111725,Ni,100
S1111172775,P1111111725,Ni,100
S1111172776,P1111111725,Ni,100
S1111172777,P1111111725,Ni,100
S1111172778,P1111111725,Ni,100
S1111172779,P1111111725,Ni,100
S1111172780,P1111111725,Ni,100
S1111172781,P1111111725,Ni,100
S1111172782,P1111111725,Ni,100
S1111172783,P1111111725,Ni,100
S1111172784,P1111111725,Ni,100
S1111172785,P1111111725,Ni,100
S1111172786,P1111111725,Ni,100
S1111172787,P1111111725,Ni,100
S1111172788,P1111111725,Ni,100
S1111172789,P1111111725,Ni,100
S1111172790,P1111111725,Ni,100
S1111172791,P1111111725,Ni,100
S1111172792,P1111111725,Ni,100
S1111172793,P1111111725,Ni,100
S1111172794,P1111111725,Ni,100
S1111172795,P1111111725,Ni,100
S1111172796,P1111111725,Ni,100
S1111172797,P1111111725,Ni,100
S1111172798,P1111111725,Ni,100
S1111172799,P1111111725,Ni,100
S1111172800,P1111111725,Ni,100
S1111172801,P1111111725,Ni,100
S1111172802,P1111111725,Ni,100
S1111172803,P1111111725,Ni,100
S1111172804,P1111111725,Ni,100
S1111172805,P1111111725,Ni,100
S1111172806,P1111111725,Ni,100
S1111172807,P1111111725,Ni,100
S1111172808,P1111111725,Ni,100
S1111172809,P1111111725,Ni,100
S1111172810,P1111111726,Ni,100
S1111172811,P1111111726,Ni,100
S1111172812,P1111111726,Ni,100
S1111172813,P1111111726,Ni,100
S1111172814,P1111111726,Ni,100
S1111172815,P1111111726,Ni,100
S1111172816,P1111111726,Ni,100
S1111172817,P1111111726,Ni,100
S1111172818,P1111111726,Ni,100
S1111172819,P1111111726,Ni,100
S1111172820,P1111111726,Ni,100
S1111172821,P1111111726,Ni,100
S1111172822,P1111111726,Ni,100
S1111172823,P1111111726,Ni,100
S1111172824,P1111111726,Ni,100
S1111172825,P1111111726,Ni,100
S1111172826,P1111111726,Ni,100
S1111172827,P1111111726,Ni,100
S1111172828,P1111111726,Ni,100
S1111172829,P1111111726,Ni,100
S1111172830,P1111111726,Ni,100
S1111172831,P1111111726,Ni,100
S1111172832,P1111111726,Ni,100
S1111172833,P1111111726,Ni,100
S1111172834,P1111111726,Ni,100
S1111172835,P1111111726,Ni,100
S1111172836,P1111111726,Ni,100
S1111172837,P1111111726,Ni,100
S1111172838,P1111111726,Ni,100
S1111172839,P1111111726,Ni,100
S1111172840,P1111111726,Ni,100
S1111172841,P1111111726,Ni,100
S1111172842,P1111111726,Ni,100
S1111172843,P1111111726,Ni,100
S1111172844,P1111111726,Ni,100
S1111172845,P1111111726,Ni,100
S1111172846,P1111111726,Ni,100
S1111172847,P1111111726,Ni,100
S1111172848,P1111111726,Ni,100
S1111172849,P1111111726,Ni,100
S1111172850,P1111111726,Ni,100
S1111172851,P1111111726,Ni,100
S1111172852,P1111111726,Ni,100
S1111172853,P1111111726,Ni,100
S1111172854,P1111111726,Ni,100
S1111172855,P1111111726,Ni,100
S1111172856,P1111111726,Ni,100
S1111172857,P1111111726,Ni,100
S1111172858,P1111111726,Ni,100
S1111172859,P1111111726,Ni,100
S1111172860,P1111111726,Ni,100
S1111172861,P1111111726,Ni,100
S1111172862,P1111111726,Ni,100
S1111172863,P1111111726,Ni,100
S1111172864,P1111111726,Ni,100
S1111172865,P1111111726,Ni,100
S1111172866,P1111111726,Ni,100
S1111172867,P1111111726,Ni,100
S1111172868,P1111111726,Ni,100
S1111172869,P1111111726,Ni,100
S1111172870,P1111111726,Ni,100
S1111172871,P1111111726,Ni,100
S1111172872,P1111111726,Ni,100
S1111172873,P1111111726,Ni,100
S1111172874,P1111111726,Ni,100
S1111172875,P1111111726,Ni,100
S1111172876,P1111111726,Ni,100
S1111172877,P1111111726,Ni,100
S1111172878,P1111111726,Ni,100
S1111172879,P1111111726,Ni,100
S1111172880,P1111111726,Ni,100
S1111172881,P1111111726,Ni,100
S1111172882,P1111111726,Ni,100
S1111172883,P1111111726,Ni,100
S1111172884,P1111111726,Ni,100
S1111172885,P1111111726,Ni,100
S1111172886,P1111111726,Ni,100
S1111172887,P1111111726,Ni,100
S1111172888,P1111111726,Ni,100
S1111172889,P1111111726,Ni,100
S1111172890,P1111111726,Ni,100
S1111172891,P1111111726,Ni,100
S1111172892,P1111111726,Ni,100
S1111172893,P1111111726,Ni,100
S1111172894,P1111111726,Ni,100
S1111172895,P1111111726,Ni,100
S1111172896,P1111111726,Ni,100
S1111172897,P1111111726,Ni,100
S1111172898,P1111111726,Ni,100
S1111172899,P1111111726,Ni,100
S1111172900,P1111111726,Ni,100
S1111172901,P1111111726,Ni,100
S1111172902,P1111111726,Ni,100
S1111172903,P1111111726,Ni,100
S1111172904,P1111111726,Ni,100
S1111172905,P1111111726,Ni,100
S1111172906,P1111111726,Ni,100
S1111172907,P1111111726,Ni,100
S1111172908,P1111111726,Ni,100
S1111172909,P1111111726,Ni,100
S1111172910,P1111111726,Ni,100
S1111172911,P1111111726,Ni,100
S1111172912,P1111111726,Ni,100
S1111172913,P1111111726,Ni,100
S1111172914,P1111111726,Ni,100
S1111172915,P1111111726,Ni,100
S1111172916,P1111111726,Ni,100
S1111172917,P1111111726,Ni,100
S1111172918,P1111111726,Ni,100
S1111172919,P1111111726,Ni,100
S1111172920,P1111111726,Ni,100
S1111172921,P1111111726,Ni,100
S1111172922,P1111111726,Ni,100
S1111172923,P1111111726,Ni,100
S1111172924,P1111111726,Ni,100
S1111172925,P1111111726,Ni,100
S1111172926,P1111111726,Ni,100
S1111172927,P1111111726,Ni,100
S1111172928,P1111111726,Ni,100
S1111172929,P1111111726,Ni,100
S1111172930,P1111111726,Ni,100
S1111172931,P1111111726,Ni,100
S1111172932,P1111111726,Ni,100
S1111172933,P1111111726,Ni,100
S1111172934,P1111111726,Ni,100
S1111172935,P1111111726,Ni,100
S1111172936,P1111111726,Ni,100
S1111172937,P1111111726,Ni,100
S1111172938,P1111111726,Ni,100
S1111172939,P1111111726,Ni,100
S1111172940,P1111111726,Ni,100
S1111172941,P1111111726,Ni,100
S1111172942,P1111111726,Ni,100
S1111172943,P1111111726,Ni,100
S1111172944,P1111111726,Ni,100
S1111172945,P1111111726,Ni,100
S1111172946,P1111111726,Ni,100
S1111172947,P1111111726,Ni,100
S1111172948,P1111111726,Ni,100
S1111172949,P1111111726,Ni,100
S1111172950,P1111111726,Ni,100
S1111172951,P1111111726,Ni,100
S1111172952,P1111111726,Ni,100
S1111172953,P1111111726,Ni,100
S1111172954,P1111111726,Ni,100
S1111172955,P1111111726,Ni,100
S1111172956,P1111111726,Ni,100
S1111172957,P1111111726,Ni,100
S1111172958,P1111111726,Ni,100
S1111172959,P1111111726,Ni,100
S1111172960,P1111111726,Ni,100
S1111172961,P1111111726,Ni,100
S1111172962,P1111111726,Ni,100
S1111172963,P1111111726,Ni,100
S1111172964,P1111111726,Ni,100
S1111172965,P1111111726,Ni,100
S1111172966,P1111111726,Ni,100
S1111172967,P1111111726,Ni,100
S1111172968,P1111111726,Ni,100
S1111172969,P1111111726,Ni,100
S1111172970,P1111111726,Ni,100
S1111172971,P1111111726,Ni,100
S1111172972,P1111111726,Ni,100
S1111172973,P1111111726,Ni,100
S1111172974,P1111111726,Ni,100
S1111172975,P1111111726,Ni,100
S1111172976,P1111111726,Ni,100
S1111172977,P1111111726,Ni,100
S1111172978,P1111111727,Ni,100
S1111172979,P1111111727,Ni,100
S1111172980,P1111111727,Ni,100
S1111172981,P1111111727,Ni,100
S1111172982,P1111111727,Ni,100
S1111172983,P1111111727,Ni,100
S1111172984,P1111111727,Ni,100
S1111172985,P1111111727,Ni,100
S1111172986,P1111111727,Ni,100
S1111172987,P1111111727,Ni,100
S1111172988,P1111111727,Ni,100
S1111172989,P1111111727,Ni,100
S1111172990,P1111111727,Ni,100
S1111172991,P1111111727,Ni,100
S1111172992,P1111111727,Ni,100
S1111172993,P1111111727,Ni,100
S1111172994,P1111111727,Ni,100
S1111172995,P1111111727,Ni,100
S1111172996,P1111111727,Ni,100
S1111172997,P1111111727,Ni,100
S1111172998,P1111111727,Ni,100
S1111172999,P1111111727,Ni,100
S1111173000,P1111111727,Ni,100
S1111173001,P1111111727,Ni,100
S1111173002,P1111111727,Ni,100
S1111173003,P1111111727,Ni,100
S1111173004,P1111111727,Ni,100
S1111173005,P1111111727,Ni,100
S1111173006,P1111111727,Ni,100
S1111173007,P1111111727,Ni,100
S1111173008,P1111111727,Ni,100
S1111173009,P1111111727,Ni,100
S1111173010,P1111111727,Ni,100
S1111173011,P1111111727,Ni,100
S1111173012,P1111111727,Ni,100
S1111173013,P1111111728,Ni,100
S1111173014,P1111111728,Ni,100
S1111173015,P1111111728,Ni,100
S1111173016,P1111111728,Ni,100
S1111173017,P1111111728,Ni,100
S1111173018,P1111111728,Ni,100
S1111173019,P1111111728,Ni,100
S1111173020,P1111111728,Ni,100
S1111173021,P1111111728,Ni,100
S1111173022,P1111111728,Ni,100
S1111173023,P1111111728,Ni,100
S1111173024,P1111111728,Ni,100
S1111173025,P1111111728,Ni,100
S1111173026,P1111111728,Ni,100
S1111173027,P1111111728,Ni,100
S1111173028,P1111111728,Ni,100
S1111173029,P1111111728,Ni,100
S1111173030,P1111111728,Ni,100
S1111173031,P1111111728,Ni,100
S1111173032,P1111111728,Ni,100
S1111173033,P1111111728,Ni,100
S1111173034,P1111111728,Ni,100
S1111173035,P1111111728,Ni,100
S1111173036,P1111111728,Ni,100
S1111173037,P1111111728,Ni,100
S1111173038,P1111111728,Ni,100
S1111173039,P1111111728,Ni,100
S1111173040,P1111111728,Ni,100
S1111173041,P1111111728,Ni,100
S1111173042,P1111111728,Ni,100
S1111173043,P1111111728,Ni,100
S1111173044,P1111111728,Ni,100
S1111173045,P1111111728,Ni,100
S1111173046,P1111111728,Ni,100
S1111173047,P1111111728,Ni,100
S1111173048,P1111111728,Ni,100
S1111173049,P1111111728,Ni,100
S1111173050,P1111111728,Ni,100
S1111173051,P1111111728,Ni,100
S1111173052,P1111111728,Ni,100
S1111173053,P1111111728,Ni,100
S1111173054,P1111111728,Ni,100
S1111173055,P1111111728,Ni,100
S1111173056,P1111111728,Ni,100
S1111173057,P1111111728,Ni,100
S1111173058,P1111111728,Ni,100
S1111173059,P1111111728,Ni,100
S1111173060,P1111111728,Ni,100
S1111173061,P1111111728,Ni,100
S1111173062,P1111111728,Ni,100
S1111173063,P1111111728,Ni,100
S1111173064,P1111111728,Ni,100
S1111173065,P1111111728,Ni,100
S1111173066,P1111111728,Ni,100
S1111173067,P1111111728,Ni,100
S1111173068,P1111111728,Ni,100
S1111173069,P1111111728,Ni,100
S1111173070,P1111111728,Ni,100
S1111173071,P1111111728,Ni,100
S1111173072,P1111111728,Ni,100
S1111173073,P1111111728,Ni,100
S1111173074,P1111111728,Ni,100
S1111173075,P1111111728,Ni,100
S1111173076,P1111111728,Ni,100
S1111173077,P1111111728,Ni,100
S1111173078,P1111111728,Ni,100
S1111173079,P1111111728,Ni,100
S1111173080,P1111111728,Ni,100
S1111173081,P1111111728,Ni,100
S1111173082,P1111111728,Ni,100
S1111173083,P1111111728,Ni,100
S1111173084,P1111111728,Ni,100
S1111173085,P1111111728,Ni,100
S1111173086,P1111111728,Ni,100
S1111173087,P1111111728,Ni,100
S1111173088,P1111111728,Ni,100
S1111173089,P1111111728,Ni,100
S1111173090,P1111111728,Ni,100
S1111173091,P1111111728,Ni,100
S1111173092,P1111111728,Ni,100
S1111173093,P1111111728,Ni,100
S1111173094,P1111111728,Ni,100
S1111173095,P1111111728,Ni,100
S1111173096,P1111111728,Ni,100
S1111173097,P1111111728,Ni,100
S1111173098,P1111111728,Ni,100
S1111173099,P1111111728,Ni,100
S1111173100,P1111111728,Ni,100
S1111173101,P1111111728,Ni,100
S1111173102,P1111111728,Ni,100
S1111173103,P1111111728,Ni,100
S1111173104,P1111111728,Ni,100
S1111173105,P1111111728,Ni,100
S1111173106,P1111111728,Ni,100
S1111173107,P1111111728,Ni,100
S1111173108,P1111111728,Ni,100
S1111173109,P1111111728,Ni,100
S1111173110,P1111111728,Ni,100
S1111173111,P1111111728,Ni,100
S1111173112,P1111111728,Ni,100
S1111173113,P1111111728,Ni,100
S1111173114,P1111111728,Ni,100
S1111173115,P1111111729,Ni,100
S1111173116,P1111111729,Ni,100
S1111173117,P1111111729,Ni,100
S1111173118,P1111111729,Ni,100
S1111173119,P1111111729,Ni,100
S1111173120,P1111111729,Ni,100
S1111173121,P1111111729,Ni,100
S1111173122,P1111111729,Ni,100
S1111173123,P1111111729,Ni,100
S1111173124,P1111111729,Ni,100
S1111173125,P1111111729,Ni,100
S1111173126,P1111111729,Ni,100
S1111173127,P1111111729,Ni,100
S1111173128,P1111111729,Ni,100
S1111173129,P1111111729,Ni,100
S1111173130,P1111111729,Ni,100
S1111173131,P1111111729,Ni,100
S1111173132,P1111111729,Ni,100
S1111173133,P1111111729,Ni,100
S1111173134,P1111111729,Ni,100
S1111173135,P1111111729,Ni,100
S1111173136,P1111111729,Ni,100
S1111173137,P1111111729,Ni,100
S1111173138,P1111111729,Ni,100
S1111173139,P1111111729,Ni,100
S1111173140,P1111111729,Ni,100
S1111173141,P1111111729,Ni,100
S1111173142,P1111111729,Ni,100
S1111173143,P1111111729,Ni,100
S1111173144,P1111111729,Ni,100
S1111173145,P1111111729,Ni,100
S1111173146,P1111111729,Ni,100
S1111173147,P1111111729,Ni,100
S1111173148,P1111111729,Ni,100
S1111173149,P1111111729,Ni,100
S1111173150,P1111111729,Ni,100
S1111173151,P1111111729,Ni,100
S1111173152,P1111111729,Ni,100
S1111173153,P1111111729,Ni,100
S1111173154,P1111111729,Ni,100
S1111173155,P1111111729,Ni,100
S1111173156,P1111111729,Ni,100
S1111173157,P1111111729,Ni,100
S1111173158,P1111111729,Ni,100
S1111173159,P1111111729,Ni,100
S1111173160,P1111111729,Ni,100
S1111173161,P1111111729,Ni,100
S1111173162,P1111111729,Ni,100
S1111173163,P1111111729,Ni,100
S1111173164,P1111111729,Ni,100
S1111173165,P1111111729,Ni,100
S1111173166,P1111111729,Ni,100
S1111173167,P1111111729,Ni,100
S1111173168,P1111111729,Ni,100
S1111173169,P1111111729,Ni,100
S1111173170,P1111111729,Ni,100
S1111173171,P1111111729,Ni,100
S1111173172,P1111111729,Ni,100
S1111173173,P1111111729,Ni,100
S1111173174,P1111111729,Ni,100
S1111173175,P1111111729,Ni,100
S1111173176,P1111111729,Ni,100
S1111173177,P1111111729,Ni,100
S1111173178,P1111111729,Ni,100
S1111173179,P1111111729,Ni,100
S1111173180,P1111111729,Ni,100
S1111173181,P1111111729,Ni,100
S1111173182,P1111111729,Ni,100
S1111173183,P1111111729,Ni,100
S1111173184,P1111111729,Ni,100
S1111173185,P1111111729,Ni,100
S1111173186,P1111111729,Ni,100
S1111173187,P1111111729,Ni,100
S1111173188,P1111111729,Ni,100
S1111173189,P1111111729,Ni,100
